treatment	query_seq	tag_length	what_id	what_description	what_e_value	what_definition	what_def	gene_length	protein_id	kid	pathway	path_class	who_db	who_db	who_id	who_e_value	phylum	family	trophic_state	genus_sp
plusFe	lcl|FLDA00M01D17ML	249	lcl|tps:THAPSDRAFT_10219*	chloroplast light harvesting protein isoform 7	4.24E-21	light-harvesting complex I chlorophyll a/b binding protein 1	light-harvesting complex I chlorophyll a/b binding protein 1	682	NA	K08907	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|7038_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	2.05E-36	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02JCPD3	242	lcl|tps:THAPSDRAFT_270092*	chloroplast light harvesting protein isoform 12	6.37E-25	light-harvesting complex I chlorophyll a/b binding protein 1	light-harvesting complex I chlorophyll a/b binding protein 1	240	NA	K08907	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6599_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	4.00E-49	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01DLZ67	262	lcl|tps:THAPSDRAFT_270092*	chloroplast light harvesting protein isoform 12	7.89E-23	light-harvesting complex I chlorophyll a/b binding protein 1	light-harvesting complex I chlorophyll a/b binding protein 1	240	NA	K08907	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|7207_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	3.06E-52	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01DZYJR	262	lcl|tps:THAPSDRAFT_270092*	chloroplast light harvesting protein isoform 12	7.89E-23	light-harvesting complex I chlorophyll a/b binding protein 1	light-harvesting complex I chlorophyll a/b binding protein 1	240	NA	K08907	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|7207_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	3.06E-52	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02I6GYZ	282	lcl|pti:PHATRDRAFT_11409	NA	2.47E-29	structure-specific recognition protein 1	structure-specific recognition protein 1	160	pti:PHATRDRAFT_11409	K09272	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|8210_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	6.48E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02HM57V	279	lcl|cre:CHLREDRAFT_133859	BIP1; binding protein 1 ; K09490 heat shock 70kDa protein 5	9.49E-21	heat shock 70kDa protein 5	heat shock 70kDa protein 5	656	cre:CHLREDRAFT_133859	K09490	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|79_10_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.30E-28	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01CCODI	264	lcl|pti:PHATRDRAFT_49114	NA	4.03E-27	T-complex protein 1 subunit beta	T-complex protein 1 subunit beta	527	pti:PHATRDRAFT_49114	K09494	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|5612_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	6.26E-42	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01DOH62	252	lcl|pti:PHATRDRAFT_30446	NA	6.09E-30	T-complex protein 1 subunit delta	T-complex protein 1 subunit delta	529	pti:PHATRDRAFT_30446	K09496	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|1943_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	2.65E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02FVR12	258	lcl|tgu:100225853	"chaperonin containing TCP1, subunit 4 (delta); K09496 T-complex protein 1 subunit delta"	1.31E-22	T-complex protein 1 subunit delta	T-complex protein 1 subunit delta	537	tgu:100225853	K09496	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|11327_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	8.46E-29	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02I06NZ	262	lcl|tps:THAPSDRAFT_25279	t-complex protein 1 zeta subunit ; K09498 T-complex protein 1 subunit zeta	2.89E-30	T-complex protein 1 subunit zeta	T-complex protein 1 subunit zeta	548	tps:THAPSDRAFT_25279	K09498	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|917_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	9.30E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01BTFEY	229	lcl|pti:PHATRDRAFT_38015	NA	1.10E-24	DnaJ homolog subfamily A member 2	DnaJ homolog subfamily A member 2	398	pti:PHATRDRAFT_38015	K09503	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|1863_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.02E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01AVECW	269	lcl|mbr:MONBRDRAFT_36864	NA	3.88E-30	peptidyl-prolyl isomerase F (cyclophilin F)	peptidyl-prolyl isomerase F (cyclophilin F)	166	mbr:MONBRDRAFT_36864	K09565	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|153_2_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.33E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01BHSLP	287	lcl|tps:THAPSDRAFT_3126*	"C-5 sterol desaturase, putative"	9.39E-21	C-5 sterol desaturase	C-5 sterol desaturase	865	NA	K09830	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|2020_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	4.53E-35	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01BJUMW	258	lcl|tps:THAPSDRAFT_270370*	zeaxanthin epoxidase	7.50E-27	zeaxanthin epoxidase	zeaxanthin epoxidase	615	NA	K09838	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6055_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.65E-40	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01DBVMV	277	lcl|tps:THAPSDRAFT_270370*	zeaxanthin epoxidase	6.79E-27	zeaxanthin epoxidase	zeaxanthin epoxidase	615	NA	K09838	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6055_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	6.78E-45	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02GWZRF	241	lcl|pti:PHATRDRAFT_29488*	PTD6; delta 6 fatty acid desaturase	1.67E-33	fatty acid desaturase 3 (delta-6 desaturase)	fatty acid desaturase 3 (delta-6 desaturase)	477	NA	K10225	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|2172_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	7.10E-49	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01ESMQI	207	lcl|pti:PHATRDRAFT_48423*	PTD12; precursor of desaturase omega-6 desaturase	1.01E-30	omega-6 fatty acid desaturase (delta-12 desaturase)	omega-6 fatty acid desaturase (delta-12 desaturase)	495	NA	K10255	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|901_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	5.17E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01C0EGG	258	lcl|pti:PHATRDRAFT_48423*	PTD12; precursor of desaturase omega-6 desaturase	3.91E-35	omega-6 fatty acid desaturase (delta-12 desaturase)	omega-6 fatty acid desaturase (delta-12 desaturase)	495	NA	K10255	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|901_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	5.25E-51	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01EVO8G	155	lcl|ddi:DDB_0220458	"act3; actin ; K10355 actin, other eukaryote"	2.99E-22	"actin, other eukaryote"	"actin, other eukaryote"	376	ddi:DDB_0220458	K10355	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|9715_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	4.05E-30	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01ASXE5	228	lcl|ddi:DDB_0220461	"act23; actin ; K10355 actin, other eukaryote"	9.96E-34	"actin, other eukaryote"	"actin, other eukaryote"	358	ddi:DDB_0220461	K10355	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|8996_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	3.09E-43	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02GYT8V	251	lcl|cin:100184134*	similar to muscle actin	3.56E-36	"actin, other eukaryote"	"actin, other eukaryote"	378	NA	K10355	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|8996_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.20E-45	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01C961E	246	lcl|cqu:CpipJ_CPIJ012572*	actin	4.55E-34	"actin, other eukaryote"	"actin, other eukaryote"	376	NA	K10355	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|3499_0_CFAP772.b1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	9.10E-45	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01EG5Y8	193	lcl|pti:PHATRDRAFT_15440	Pt-KIF10; kinesin family-like protein ; K10405 kinesin family member C1	7.40E-21	kinesin family member C1	kinesin family member C1	377	pti:PHATRDRAFT_15440	K10405	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|11756_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	2.04E-34	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02HET1D	227	lcl|pti:PHATRDRAFT_46969	NA	2.22E-25	"dynein intermediate chain, cytosolic"	"dynein intermediate chain, cytosolic"	660	pti:PHATRDRAFT_46969	K10415	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|11876_0_CFAP8860.g1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	5.50E-45	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01B0OTZ	241	lcl|pti:PHATRDRAFT_12562	NA	5.58E-29	E3 ubiquitin-protein ligase HUWE1	E3 ubiquitin-protein ligase HUWE1	384	pti:PHATRDRAFT_12562	K10592	Ubiquitin mediated proteolysis	Ubiquitin mediated proteolysis	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6273_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	4.69E-47	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01DAAX4	236	lcl|tps:THAPSDRAFT_33759	NA	6.87E-21	E3 ubiquitin-protein ligase HUWE1	E3 ubiquitin-protein ligase HUWE1	357	tps:THAPSDRAFT_33759	K10592	Ubiquitin mediated proteolysis	Ubiquitin mediated proteolysis	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6273_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	9.46E-31	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01BQ3L5	293	lcl|pti:PHATRDRAFT_44585*	cyclophilin-type peptidyl-prolyl cis-trans isomerase	2.14E-33	peptidyl-prolyl cis-trans isomerase-like 2	peptidyl-prolyl cis-trans isomerase-like 2	164	NA	K10598	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|10384_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.81E-47	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02HQ2RO	249	lcl|pti:PHATRDRAFT_51876	RAD50; Rad50 DNA repair/recombination protein ; K10866 DNA repair protein RAD50	2.31E-27	DNA repair protein RAD50	DNA repair protein RAD50	1436	pti:PHATRDRAFT_51876	K10866	Homologous recombination	Homologous recombination	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|1241_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.09E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02G7DQZ	276	lcl|pti:PHATRDRAFT_42126	NA	8.04E-28	ER lumen protein retaining receptor	ER lumen protein retaining receptor	227	pti:PHATRDRAFT_42126	K10949	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|2216_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	3.89E-38	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01CZ4II	200	lcl|pti:PHATRDRAFT_11248*	ER retention protein	3.89E-22	ER lumen protein retaining receptor	ER lumen protein retaining receptor	167	NA	K10949	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|3843_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	2.02E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01CVL9B	245	lcl|pti:PHATRDRAFT_50650	NA	6.61E-29	geranylgeranyl reductase	geranylgeranyl reductase	463	pti:PHATRDRAFT_50650	K10960	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6016_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	5.33E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01C3ZW2	258	lcl|tps:THAPSDRAFT_10234*	NA	7.54E-27	geranylgeranyl reductase	geranylgeranyl reductase	426	tps:THAPSDRAFT_10234	K10960	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6016_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.90E-38	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02JF7TD	238	lcl|pti:PHATRDRAFT_9197	NA	7.81E-23	H/ACA ribonucleoprotein complex subunit 3	H/ACA ribonucleoprotein complex subunit 3	64	pti:PHATRDRAFT_9197	K11130	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|7539_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.91E-36	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02F4WD6	285	lcl|pti:PHATRDRAFT_9197	NA	4.52E-23	H/ACA ribonucleoprotein complex subunit 3	H/ACA ribonucleoprotein complex subunit 3	64	pti:PHATRDRAFT_9197	K11130	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|7539_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	3.80E-37	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02IJES8	248	lcl|tps:THAPS_35279*	H4_2; histone H4	3.14E-24	histone H4	histone H4	103	NA	K11254	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6440_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.18E-33	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02G3RTA	238	lcl|tps:THAPSDRAFT_649	NA	4.14E-24	ATP-dependent RNA helicase	ATP-dependent RNA helicase	365	tps:THAPSDRAFT_649	K11594	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|8016_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	6.14E-35	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01CFJSC	246	lcl|pti:PHATRDRAFT_47412*	"DEAD/DEAH box RNA helicase, putative"	2.04E-23	ATP-dependent RNA helicase	ATP-dependent RNA helicase	1256	NA	K11594	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|2557_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	3.16E-43	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02HOIAD	268	lcl|tps:THAPSDRAFT_20865*	vacuolar associated sorting protein	3.89E-22	vacuolar protein sorting-associated protein 72	vacuolar protein sorting-associated protein 72	3133	NA	K11664	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|5691_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.94E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02IV348	252	lcl|pti:PHATRDRAFT_37283*	phosphoribosylglycinamide synthetase	4.08E-32	phosphoribosylamine--glycine ligase / phosphoribosylglycinamide	phosphoribosylamine--glycine ligase / phosphoribosylglycinamide	1033	NA	K11787	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|826_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.30E-50	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01CMKIL	223	lcl|pti:PHATRDRAFT_21794	NA	2.27E-29	WD repeat-containing protein 68	WD repeat-containing protein 68	346	pti:PHATRDRAFT_21794	K11805	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|7645_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	4.03E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01BK0I5	271	lcl|tps:THAPSDRAFT_269076	ubiquitin specific protease (EC:3.1.2.15); K11836 ubiquitin carboxyl-terminal hydrolase 5/13	7.82E-23	ubiquitin carboxyl-terminal hydrolase 5/13	ubiquitin carboxyl-terminal hydrolase 5/13	773	tps:THAPSDRAFT_269076	K11836	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|1088_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	2.02E-38	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01DID0W	277	lcl|tps:THAPSDRAFT_269076	ubiquitin specific protease (EC:3.1.2.15); K11836 ubiquitin carboxyl-terminal hydrolase 5/13	2.67E-23	ubiquitin carboxyl-terminal hydrolase 5/13	ubiquitin carboxyl-terminal hydrolase 5/13	773	tps:THAPSDRAFT_269076	K11836	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|1088_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.20E-39	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02H4GR9	272	lcl|pti:PHATRDRAFT_27817	SUMO; small ubiquitin-like modifier ; K12160 small ubiquitin-related modifier	5.00E-26	small ubiquitin-related modifier	small ubiquitin-related modifier	103	pti:PHATRDRAFT_27817	K12160	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6080_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	6.08E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01BZ2R0	243	lcl|pti:PHATRDRAFT_11901	NA	1.92E-21	charged multivesicular body protein 1	charged multivesicular body protein 1	168	pti:PHATRDRAFT_11901	K12197	Endocytosis	Endocytosis	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|2151_0_CCOA8132.b1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.22E-36	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02HLBG0	255	lcl|pti:PHATRDRAFT_bd1735	NA	6.78E-32	AP-1 complex subunit beta-1	AP-1 complex subunit beta-1	890	pti:PHATRDRAFT_bd1735	K12392	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|3613_0_CFAP7996.b1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	8.43E-43	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01DVP3V	242	lcl|tps:THAPSDRAFT_41687*	APB1; beta subunit of tetrameric clathrin adaptor complex AP1; K12392 AP-1 complex subunit beta-1	1.28E-33	AP-1 complex subunit beta-1	AP-1 complex subunit beta-1	920	tps:THAPSDRAFT_41687	K12392	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|3613_0_CFAP7996.b1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	2.49E-43	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01ELWK2	262	lcl|olu:OSTLU_40159	"CYN71; Peptidyl-prolyl cis-trans isomerase, cyclophilin-type; K12736 peptidylprolyl isomerase domain and WD repeat-containing protein 1"	6.69E-26	peptidylprolyl isomerase domain and WD repeat-containing protein 1	peptidylprolyl isomerase domain and WD repeat-containing protein 1	629	olu:OSTLU_40159	K12736	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|5550_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	6.06E-40	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02FYIC9	256	lcl|pti:PHATRDRAFT_18199	NA	9.27E-24	ATP-dependent RNA helicase DDX46/PRP5	ATP-dependent RNA helicase DDX46/PRP5	595	pti:PHATRDRAFT_18199	K12811	Spliceosome	Spliceosome	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|5114_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	1.78E-34	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M01B0DB7	260	lcl|cho:Chro.80448	helicase ; K12812 ATP-dependent RNA helicase UAP56/SUB2	4.32E-26	ATP-dependent RNA helicase UAP56/SUB2	ATP-dependent RNA helicase UAP56/SUB2	427	cho:Chro.80448	K12812	Spliceosome	Spliceosome	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|1892_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	7.37E-35	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02FYLD3	253	lcl|ddi:DDB_0191460	helD; DEAD/DEAH box helicase ; K12815 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	7.52E-23	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	1387	ddi:DDB_0191460	K12815	Spliceosome	Spliceosome	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|6752_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	2.76E-48	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
plusFe	lcl|FLDA00M02HEXZD	256	lcl|pti:PHATRDRAFT_12379*	pmp22 family protein	5.11E-35	NA	pmp22 family protein	179	NA	K13347	NA	NA	Pseudo-nitzschia_multiseries.ESTs.clusters_na	Pseudo-nitzschia_multiseries.ESTs.clusters_na	lcl|8447_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS	8.45E-49	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia multiseries
